Title,Description,Alert Type,Alert Expires,Search 
 Search to identify any file hash hits (30 days),"The Splunk search query is searching for events in any index that contain one of the specified values within parentheses. The specified values are likely to be some form of unique identifiers, such as a hash value, which can be used to identify specific events or transactions. The query is searching for events that match any of the specified values, using the logical OR operator between each value.",Always,24h,"index=* (207793677b889bf22c8f28120df0ab1cca69e23eb5213bfda5b474a0472f3fff OR
          2263c1eb4d302492f261a35f02ac9257baaa1a1d8f0c0025459aef18dfde14e9 OR
          34d6f25484edc517676af1b474d0dcc9fdf8277585206f3dfe1b9dc41a8e1d30 OR
          52818de60a1238d208ec65ca00ae14d152ce2707104b02b9bb662533c33f9b80 OR
          5d7810ab55189a068ae5ceef92f5d95ea105716f7abb7fdaa8db368bcc997c04 OR
          8f5c02d7501229d5a06f864a936a76552fa03688860533ac46de9b1a881599db OR
          9fdd46b8fac611813d0610ddc9a74be2534552f84037a021f2111f8cfcd02669 OR
          c702947e68cebfde3eafa8b78711ba0c536e44912d7b4984a9055aa22d7ccedf OR
          ca72d0ae5eb6e9e50fad7cea56c5048dc738024ed13750da83040fe0a5984101 OR
          cb01f4749caef72ea8aaf8c166aa5b572f8bd5295779500cb0e5e8f1a2c38dc9 OR
          cd669d8bc591e23169c703f49a20d7446a8a6db51c959334e9a5a6650882703e OR
          d8b62bc60696d110df3d97c4ebcb5d2bd0a0c0445ce4a86a5a86c7e494f4c8d0 OR
          e0d5bc01f2e3465b7dce3eb791b7e455a7bbd2c109a604312384d99e93f9b6b4 OR
          ef804ddc84810a362e4c70f3bc1eb1650254acaabe33ffe9e1ed65a6ddd82067 OR
          f023618b0b87c2b9c5115bfd3342c694564219757c1b5125c042f5a0f17ae682 OR
          f8c1f6de0ec2d17ad26aae9fa2c5a33a9105cda60251cc388bd4c2c624d738e4)"
 Search to Identify Domains/Hostnames/URLs,"This Splunk search query is used to retrieve summarized information about the Web data model in Splunk for a set of specific URLs.

The search query uses the tstats command to summarize the count of events, as well as the minimum and maximum timestamps of the events in the specified time range, for the Web data model. The summariesonly=t option specifies that only the summarized results are returned.

The where command filters the results by the Web.url field, selecting only the events with URLs that match the specified patterns. The IN operator is used to match any of the specified URL patterns.

Finally, the by command groups the summarized results by the Web.src and Web.url fields, which means that the results will be grouped by the source IP address and the URL.",Always,24h,"| tstats summariesonly=t count min(_time) as firstTime max(_time) as lastTime from datamodel=Web 
where Web.url IN (
  ""*13hjkz7513v64541852v65431b5411dxv24.su*"",
  ""*13uhbt1z3tz78a56sdvghf1563451.ru*"",
  ""*1376bad654134c667213.online*"",
  ""*1378137613gbadz13567ds13.su*"",
  ""*137zt67g1635r5bd671563gbzasduzh512.online*"",
  ""*713zgjj2iigbh1766av441bsd67613.ru*"",
  ""*7163zbh16356ztug13765gv541.su*"",
  ""*asdjihnu1z763hubad6tn13.su*"",
  ""*hjadzgt613bhu8967rv61563fv.su*"",
  ""*ngnanoservebkup.duckdns.org*"",
  ""*yandex.ru*"",
  ""*hdfc.pp.ru*"",
  ""*www5.tamareirashotelmg.com.br*"",
  ""*www5.cdljussarago.com.br*"",
  ""*guardiasolutionsnet*"",
  ""*specializedhelp.com*"",
  ""*dolamosssepo.com*"",
  ""*dolamosssepo.xyz*"",
  ""*rossmailers.club*"",
  ""*rossmailers.com*"",
  ""*rossmailers.me*"",
  ""*rossmailers.net*"",
  ""*rossmailers.org*"",
  ""*rossmailers.pw*"",
  ""*rossmailers.space*""
) by Web.src, Web.url"
 Search to Identify Domains/Hostnames/URLs (30 days),"This Splunk search query will search for events across all indexes that contain any one of the four specified hexadecimal strings:

80674fb8973e2a7ee31596d9105d1d897a92f7bbcbf6f07b3bf7a9444f71ca9c
93374f99070affdf3c298c152fc33694
0793ce8600d84be1e9330ce243da55756a6e24e5
bf8d0fc2065cdf22ebaba1265ecbe4c4b44c0108
These hexadecimal strings are likely to be some sort of identifiers, such as a session ID, a transaction ID, or a cryptographic hash. The purpose of the search is not specified in the query, but it could be used, for example, to search for all events related to a particular session or transaction.",Always,24h,"index=*
(80674fb8973e2a7ee31596d9105d1d897a92f7bbcbf6f07b3bf7a9444f71ca9c 
OR 93374f99070affdf3c298c152fc33694 
OR 0793ce8600d84be1e9330ce243da55756a6e24e5 
OR bf8d0fc2065cdf22ebaba1265ecbe4c4b44c0108)"
 Search to identify Exchange Unified Messaging Service Creating Executable Content (90d),"The Splunk search query is used to search for events in the specified indexes and sourcetypes that meet certain criteria.

The query filters events based on the following criteria:

index=prod_windows OR index=prod_windows_ad OR index=test_windows_iis: This specifies that events should be searched in three different indexes, namely prod_windows, prod_windows_ad, and test_windows_iis.

sourcetype=""WinEventLog"": This specifies that events should be of the sourcetype WinEventLog.

EventCode=4663: This specifies that events should have an EventCode value of 4663.

ObjectType=""File"": This specifies that events should have an ObjectType value of File.

ObjectName=""*.php"" OR ObjectName=""*.jsp"" OR ObjectName=""*.js"" OR ObjectName=""*.aspx"" OR ObjectName=""*.asmx"" OR ObjectName=""*.cfm"" OR ObjectName=""*.shtml"": This specifies that events should have an ObjectName value that ends with one of the listed file extensions.

ProcessName=""*umworkerprocess.exe*"" OR ProcessName=""*UMService.exe*"": This specifies that events should have a ProcessName value that contains either umworkerprocess.exe or UMService.exe.

In summary, this search query looks for events in specific indexes and sourcetypes that pertain to file-related activities involving certain file extensions and specific process names.",Always,24h,"index=prod_windows OR index=prod_windows_ad OR index=test_windows_iis sourcetype=""WinEventLog"" EventCode=4663 
ObjectType=""File"" ObjectName=""*.php"" OR ObjectName=""*.jsp"" OR ObjectName=""*.js"" OR ObjectName=""*.aspx"" OR 
ObjectName=""*.asmx"" OR ObjectName=""*.cfm"" OR ObjectName=""*.shtml"" 
ProcessName=""*umworkerprocess.exe*"" OR ProcessName=""*UMService.exe*"""
 Search to Identify Execution of 7z (90d),"The Splunk search query you provided searches for events from two different indexes (prod_windows and prod_windows_ad, as well as test_windows_iis) that have a sourcetype of WinEventLog. Additionally, the query filters for events with an EventCode of 4688 and a process that starts with C:\ProgramData\7z*.

In other words, this query is looking for Windows Event Log events that have been generated by a specific process (in this case, any process that starts with C:\ProgramData\7z*) on machines that are part of the specified indexes. The EventCode=4688 part of the query specifically filters for events that relate to process creation or ""New Process Created"" events.

This search query could be used for a variety of purposes, such as monitoring and alerting on specific processes that are executed on Windows machines, or tracking down specific security events that relate to process creation.",Always,24h,"index=prod_windows OR index=prod_windows_ad OR index=test_windows_iis sourcetype=""WinEventLog"" EventCode=4688 process=""C\\ProgramData\\7z*"""
 Search to identify Hashes (30 days),"This Splunk search query is searching for events in all indexes where the field value of ""index"" is equal to any of the specified values in the parentheses.

The values inside the parentheses are likely to be unique identifiers for specific events, such as hash values for files or IDs for network connections, and the query is searching for any events that contain these values.

The ""OR"" operator between each value means that the query will match events that contain any of the specified values, not just events that contain all of them.

Overall, the query is looking for any events that match one of the specified unique identifiers across all indexes in Splunk.",Always,24h,"index=* (80674fb8973e2a7ee31596d9105d1d897a92f7bbcbf6f07b3bf7a9444f71ca9c 
OR 93374f99070affdf3c298c152fc33694 
OR 0793ce8600d84be1e9330ce243da55756a6e24e5 
OR bf8d0fc2065cdf22ebaba1265ecbe4c4b44c0108)"
 Search to identify IP addresses across all indexes,"This Splunk search query searches across all indexes (indicated by the ""*"" wildcard) for events that contain any of the specified IP addresses. Specifically, the query looks for events where the IP address matches one of the following: ""40.70.224.146"", ""91.92.109.119"", ""52.185.71.28"", ""212.7.208.130"", ""172.217.9.238"", ""40.76.4.15"", ""184.168.131.241"", ""5.255.255.80"", or ""85.143.215.139"".

This type of query is commonly used in security analysis to search for events associated with known malicious IP addresses or to identify potential indicators of compromise. By searching across all indexes, the query can help identify events that may have been missed by more targeted searches.",Always,24h,"index=* ( ""40.70.224.146"" OR ""91.92.109.119"" OR ""52.185.71.28"" OR ""212.7.208.130"" OR ""172.217.9.238"" OR ""40.76.4.15"" OR ""184.168.131.241"" OR ""5.255.255.80"" OR ""85.143.215.139"" )"
 Search to Identify IP traffic (30 days),"This Splunk search query is used to search for events in two different indexes - prod_cisco_asa and prod_checkpoint - that have one of the listed IP addresses. The query is composed of two main parts:

The first part is a logical OR operator (OR) used to search for events in either of the two indexes. The index keyword is used to specify the name of the index.

The second part is a list of IP addresses enclosed in parentheses and connected with logical OR operators. The ip keyword is used to specify the IP address field to search for.

So in summary, this query will search for events that match any of the specified IP addresses in either the prod_cisco_asa or prod_checkpoint indexes.",Always,24h,"(index=prod_cisco_asa OR index=prod_checkpoint) (ip=""209.68.32.176"" OR ip=""114.140.13.110"" OR ip=""64.184.203.87"" OR ip=""66.74.65.21"" OR ip=""75.69.92.137"" OR ip=""173.161.53.61"" OR ip=""67.82.249.90"" OR ip=""71.87.111.92"" OR ip=""75.64.22.81"" OR ip=""181.47.5.125"" OR ip=""95.111.225.124"" OR ip=""181.165.92.121"" OR ip=""118.168.183.114"" OR ip=""125.58.66.125"" OR ip=""61.227.47.110"" OR ip=""24.166.59.97"" OR ip=""71.97.99.170"" OR ip=""1.160.225.1"" OR ip=""68.230.236.85"" OR ip=""97.104.42.173"" OR ip=""111.248.215.43"" OR ip=""178.158.65.14"" OR ip=""114.162.146.65"" OR ip=""190.181.207.76"" OR ip=""24.181.13.254"")"
 Search to Identify IPS (30 days),"This Splunk search query uses the tstats command to summarize and count the network traffic data based on the specified datamodel=Network_Traffic.

The query looks for the network traffic data where the destination IP address is either ""5.196.108.185"", ""200.116.145.225"", or ""96.126.101.6"".

It groups the data by the source IP address and destination IP address using the ""by"" clause.

The tstats command with the ""summariesonly=t"" option indicates that it only returns summary results, not individual events.

The query also uses the ""min"" and ""max"" functions to find the earliest and latest timestamps of the events in the result.

In summary, this query produces a summarized count of network traffic data between the specified source and destination IP addresses, along with the earliest and latest timestamps of those events.",Always,24h,"| tstats summariesonly=t count min(_time) as firstTime max(_time) as lastTime from datamodel=Network_Traffic where All_Traffic.dest_ip IN (""5.196.108.185"", ""200.116.145.225"", ""96.126.101.6"") by All_Traffic.src_ip, All_Traffic.dest_ip"
 Search to identify malicious domains,"This Splunk search query retrieves summarized data related to web traffic from the datamodel=Web for a specific set of URLs (""dw.adyboh.com"",""wy.adyboh.com"",""feb.kkooppt.com"",""compdate.my03.com"",""jocoly.esvnpe.com"",""bmy.hqoohoa.com"",""bur.vueleslie.com"",""wind.windmilldrops.com"") and groups the data by the source IP address (Web.src).

The query uses the tstats command to summarize the data and retrieve specific fields such as earliest and latest timestamps, user, destination, site, action, category, http_content_type, http_method, http_referrer, and user agent.

The drop_dm_object_name command is then used to remove the ""Web"" prefix from the field names.

The convert command is used to convert the timestamps to a more human-readable format using the ctime function and specifying the timeformat as ""%d/%m/%Y %H%M%S"".

Finally, the data is sorted in descending order by the earliest timestamp using the sort command and the -Earliest field.",Always,24h,"| tstats summariesonly=t earliest(_time) as Earliest latest(_time) as Latest values(Web.user) as User values(Web.dest) as Destination values(Web.site) as Site values(Web.action) as Action values(Web.category) as Category values(Web.http_content_type) as ""HTTP Content Type"" values(Web.http_method) as ""HTTP Method"" values(Web.http_referrer) as ""HTTP Referrer"" values(Web.http_user_agent) as ""User Agent"" from datamodel=Web WHERE Web.url IN (""dw.adyboh.com"",""wy.adyboh.com"",""feb.kkooppt.com"",""compdate.my03.com"",""jocoly.esvnpe.com"",""bmy.hqoohoa.com"",""bur.vueleslie.com"",""wind.windmilldrops.com"") by Web.src 
| `drop_dm_object_name(Web)` 
| convert ctime(Earliest) ctime(Latest) timeformat=""%d/%m/%Y %H%M%S"" 
| sort -Earliest"
